,company_name,job_title,experience,salary,location,desc,skills
0,Flipkart Internet Private Limited,Hiring Data Analysts,2-5 Yrs,"3,00,000 - 6,00,000 PA.",Bengaluru, Hiring Data Analyst profile on the third-party payroll(contractual role 1yr and can be ...,"Business Intelligence ,MIS Preparation ,Automation ,Excel ,Business Analytics ,Data Analysis ,Data Visualization ,Data Mining ,"
1,HCL Technologies Limited,HCL is Hiring For AI/ML Engineers,5-10 Yrs,Not disclosed,"Chennai, Bengaluru, Greater Noida", 2+ years of experience in developing and deploying voice and / or text conversational f...,"Tensorflow ,Artificial Intelligence ,Python ,Java ,Natural Language Processing ,Neural Networks ,Caffe ,Machine Learning ,"
2,Maveric Systems Limited,Abinitio Developer opening with Maveric Systems Limited,2-7 Yrs,Not disclosed,"Chennai, Bengaluru"," Experience on development and maintenance of schemas, Fact Tables, Dimensional Tables (...","Ab Initio ,Abinitio ,"
3,Pointers Digitech Pvt. Ltd,Machine Learning (ML)/Natural Language Processing (NLP) Developer,2-4 Yrs,Not disclosed,Delhi NCR, Ability to select hardware to run an ML model with the required latency Experience with...,"Natural Language Processing ,Classification ,Machine Learning ,Algorithm Development ,NLP ,data stru ,Data Structures ,Artificial Intelligence ,"
4,Freelancer Vaishali S. Suryawanshi ,Lead Java Developer - Product Engineering domain,8-12 Yrs,"18,00,000 - 25,00,000 PA.",Bengaluru, Can develop SOA services and good knowledge of REST API and Micro service architectures...,"Big Data ,Core Java ,AWS ,Hibernate ,Big Data Analytics ,JBoss ,Hadoop ,Kafka ,"
5,TECH ZONE SOLUTION ,MIS Executive,0-3 Yrs,"1,75,000 - 2,25,000 PA.","Delhi NCR, Noida, Gurgaon"," Urgently required Data Entry Operator, computer Operator Computer / Laptop Or Android P...","Language Skills ,Typing ,Data Management ,Computer Operating ,Non Voice ,Data Entry ,Computer Skills ,Communication Skills ,"
6,Technovalley Software India Private Limited,Python Trainer,2-7 Yrs,"2,00,000 - 3,75,000 PA.",Kochi," Key Skills: Machine Learning, Python, Django framework, R programming, Deep learning.Tr...","Data Science ,Django ,Python ,"
7,MyBizz Consultant Private Limited  ,Need Computer Data Entry Operator work@Home/Part time job In Company,0-5 Yrs,"2,25,000 - 6,00,000 PA.",Delhi NCR," Urgently required Data Entry Operator, computer Operator who spend 2-3 hrs daily and ea...","Data Loader ,housewives ,Typing ,Data Management ,Computer Operating ,Data Extraction ,students ,Data Entry ,"
8,MyBizz Consultant Private Limited  ,Work@ Home | Part time job | Typing Work | Data Entry Earn Upto 40k/pm,0-5 Yrs,"1,75,000 - 5,50,000 PA.",Delhi NCR," Urgently required Data Entry Operator, computer Operator who spend 2-3 hrs daily and ea...","Data Loader ,housewives ,Typing Speed ,Data Management ,Data Extraction ,Data Entry ,fresher ,part time job ,"
9,MyBizz Consultant Private Limited  ,Computer Data Entry Operator work@Home/part time job in Direct Company,0-5 Yrs,"2,25,000 - 6,50,000 PA.",Delhi NCR," Urgently required Data Entry Operator, computer Operator who spend 2-3 hrs daily and ea...","Data Loader ,housewives ,Typing ,Typing Speed ,Data Management ,Hiring ,Computer Operating ,Data Extraction ,"
10,Aspire Consultancy Services  ,Openings For Career Counsellor For Education sector - Data Science,1-6 Yrs,"2,50,000 - 4,25,000 PA.","Navi Mumbai, Thane", Min 1 year experience into education sales of Data science mandatory Job location : Vas...,"Data Science ,Bde ,Sales ,Outbound Sales ,Telesales ,Telecalling ,Cold Calling ,Inside Sales ,"
11,People Pro Consulting,MIS Executive -Bangalore (ctc upto 3 lacs),1-4 Yrs,"1,00,000 - 3,25,000 PA.",Bengaluru(Whitefield)," Qualification : GraduatePerson should have logical reasoning, understanding of Applianc...","MIS Preparation ,VLOOKUP ,Advanced Excel ,Pivot Table ,SUMIF ,SAP ,mis coodinator ,Macros ,"
12,TEAMLEASE SERVICES LIMITED  ,Data Scientist - Asia Pacific,5-10 Yrs,"25,00,000 - 30,00,000 PA.",Mumbai, Experience in advanced Machine Learning & Deep Learning techniques and algorithms such ...,"Data Science ,R ,GCP ,Data Scientist ,Advanced Analytics ,Machine Learning ,AWS ,Deep Learning ,"
13,bebo Technologies Pvt. Ltd.,Senior Software Engineer- Data Scientist- Chandigarh,5-10 Yrs,Not disclosed,Chandigarh, 5 years of experience in Machine learning/ Data Science/ NLP and delivering scalable co...,"deep learning ,algorithms ,panda ,python ,nlp ,natural language processing ,data science ,Artificial Intelligence ,"
14,Future Retail Limited,Team Leader Operations,3-6 Yrs,"2,00,000 - 2,75,000 PA.","Bareilly, Dehradun, Haldwani, Delhi NCR, Lucknow, Kanpur, Haridwar, Rudrapur, Meerut", In-depth experience in back-end & front-end retail operations,"Process & SOP Management ,Reduction of shrinkage & Total Loss ,Customer Service ,Sales ,Store Operations ,Team Leading ,Shrinkage ,"
15,Future Retail Limited,Retail Store Manager,5-8 Yrs,"3,00,000 - 4,25,000 PA.","Bareilly, Dehradun, Haldwani, Delhi NCR, Lucknow, Kanpur, Haridwar, Rudrapur, Meerut", In-depth experience in back-end & front-end retail operations,"Process & SOP Management ,Reduction of shrinkage & Total Loss ,Inventory Management ,Driving Sales & Customer service ,People Management ,Store Management ,"
16,Nablasol Digital Services Pvt Ltd ,Business Analyst,2-5 Yrs,Not disclosed,Delhi NCR, The candidate should have a knack for improving business processes and suggesting softw...,"Data Analysis ,Data Analytics ,Business Analysis ,SQL ,"
17,PES HR Services a div of AMAL INFOSYSTEMS Pvt Ltd ,AI & RPA Developer-Mumbai,3-6 Yrs,Not disclosed,Mumbai," Proficient with ML frameworks- Tensorflow, SPARK","Tensorflow ,UiPath ,RPA ,Artificial Intelligence ,AI ,CAFFE ,SPARK ,Machine Learning ,"
18,Tekion India Private Limited,Data Analyst,3-8 Yrs,Not disclosed,Bengaluru, A drive to learn and master new technologies and techniques We re looking for someone w...,"Data Analysis ,Python ,SQL ,"
19,Tekion India Private Limited,Product Manager,3-8 Yrs,Not disclosed,Chennai," Ability to write user stories, use cases and workflows, simplify the requirements, crea...","Product Management ,"
20,Abzooba India Infotech Private Limited,Opening For Data Scientist Role !! PUNE!!,3-6 Yrs,Not disclosed,Pune(Baner)," Hands-on experience with machine learning and deep learning algorithms such as SVM, kNN...","Operational Excellence ,Pyspark ,CNN ,Natural Language Processing ,Tenserflow ,Neural Networks ,Architectural Design ,KNN ,"
21,Mahindra TeQO Pvt Ltd  ,Data Scientist,2-4 Yrs,Not disclosed,Bengaluru, Exposure to agile development processes and practices requiredExperience with common da...,"Data Science ,Predictive Modeling ,Natural Language Processing ,Ensemble ,Neural Networks ,Data Mining ,Machine Learning ,Deep Learning ,"
22,Mailkit Private Limited,Data Scientist,4-9 Yrs,Not disclosed,"Chennai, Pune, Mumbai, Bengaluru, Hyderabad, Kolkata", Candidates might get the opportunity to work from homeDeveloper(s) should be able to ta...,"Data Science ,NLP ,Text Analytics ,Data Mining ,Machine Learning ,Statistical Analysis ,Deep Learning ,Python ,"
23,EchoIndia,Data Scientist/Analyst - Machine Learning/Deep Learning,3-6 Yrs,Not disclosed,Delhi, - Strong experience in statistical models and machine learning models,"ArcGIS ,Google Maps ,NLP ,Data Scientist ,Data Management ,Statistical Modeling ,Tableau ,Machine Learning ,"
24,Capital Placement Services ,"Data Scientist-Natural Language Processing, AI,NL For Gurgaon",2-7 Yrs,"10,00,000 - 15,00,000 PA.","Delhi NCR, Gurgaon", Problem solving attitude is a mustMust be an expert python programmerMinimum BE / BTech...,"gurgaon ,Artificial Intelligence ,Natural Language Processing ,Data Management ,Big Data ,Data Extraction ,Machine Learning ,Deep Learning ,"
25,Affluent Global Services Pvt. Ltd.,Hiring|| Data Analyst || Affluent Global service|| Bangalore,4-6 Yrs,Not disclosed,Bengaluru, Roles and Responsibilities Position: Data AnalystExp: 4-6 YearsLocation: BangaloreShift...,"Data Science ,NLP ,Oracle SQL ,Advanced Analytics ,Data Analysis ,Data Extraction ,Tableau ,Data Analytics ,"
26,Benovymed Healthcare,Data Scientist/Junior Data Scientist - AI HealthGlobal Startup,1-5 Yrs,Not disclosed,Gurgaon Gurugram, Roles and ResponsibilitiesWe are creating a high potential sustainable growth company t...,"Tensorflow ,Data Science ,Predictive Modeling ,NLP ,Artificial Intelligence ,Data Scientist ,Data Architect ,Machine Learning ,"
27,Karza Technologies,Data Scientist,1-4 Yrs,"7,00,000 - 17,00,000 PA.","Delhi NCR, Mumbai, Bengaluru", Should be comfortable in going through open source code and reading research papersShou...,"NLP ,Deep Learning ,Python ,Tensorflow ,Algorithms ,Artificial Intelligence ,Data Structures ,Keras ,"
28,Benovymed Healthcare,Data Scientist/ Junior Data Scientist - AI HealthGlobal Startup,1-5 Yrs,Not disclosed,Gurgaon Gurugram, We are creating a high potential sustainable growth company to transform Healthcare glo...,"Tensorflow ,Data Science ,Predictive Modeling ,NLP ,Artificial Intelligence ,Data Scientist ,Data Architect ,Machine Learning ,"
29,Benovymed Healthcare,Founding Member & Principal Data Scientist,4-6 Yrs,Not disclosed,Delhi/NCR Delhi NCR," Initially, no salarycompensation and on purely self-financial support basis Till Fundin...","Data Science ,R ,Rnn ,Artificial Intelligence ,Natural Language Processing ,Hypothesis Testing ,Machine Learning ,Statistical Analysis ,"
30,ANBLICK SOLUTIONS PRIVATE LIMITED,Lead Data Scientist,8-10 Yrs,Not disclosed,Hyderabad," Hands on experience dealing with Big Data (Hadoop, Snowflake, AWS Redshift, Apache Spar...","R ,Spark ,Python ,Tensorflow ,Data Science ,NLP ,Artificial Intelligence ,Keras ,"
31,Priya Softweb Solutions Private Limited,Hiring Data Scientist,2-6 Yrs,Not disclosed,Ahmedabad, Experience in developing accurate computer vision algorithm and advanced systems with a...,"Machine Learning ,Deep Learning ,Python ,Tensorflow ,Object Detection ,Cnn ,Lstm ,Neural Networks ,"
32,tech mahindra ltd,Tech Mahindra Hiring For Data Scientist- Hyderabad/ Noida,3-8 Yrs,Not disclosed,"Hyderabad, Noida", BE / BTech from Tier 1 colleges (IIT / ISI/NIT / BITS/BIT / IIIT/REC) in Computer Scien...,"Text Analytics ,Neural Networks ,Statistics ,Machine Learning ,Deep Learning ,SQL ,Random Forest ,Data Science ,"
33,RxLogix Corporation India Pvt Ltd,Senior Data Scientist/Lead,6-10 Yrs,Not disclosed,Noida(Sector-125 Noida)," Experience of working with web applications and web services Minimum of BE, BTech or hi...","Natural Language Processing ,Machine Learning ,Python ,IT Skills ,Java ,Python ,Software Development ,AWS ,"
34,Yash Technologies,Data Scientist,3-8 Yrs,Not disclosed,Indore, Experience in developing minimum viable product related to data analytics Scaling from ...,"Procurement ,deep learning ,Computer vision ,data science ,Machine learning ,Conceptualization ,Application development ,Information technology ,"
35,Intertrust Group,Data Scientist,4-9 Yrs,Not disclosed,Bengaluru," Must have thorough mathematical knowledge of correlation / causation, decision trees, c...","data science ,Neural networks ,Machine learning ,Information retrieval ,Natural language processing ,Data mining ,Forecasting ,Statistics ,"
36,Walmart Labs,Senior Data Scientist- Computer Vision,3-6 Yrs,Not disclosed,Bengaluru, The position: We are looking for an outstanding Data Scientist(Computer Vision) to be p...,"Training ,Computer vision ,deep learning ,data science ,Neural networks ,Machine learning ,Agile ,Wellness ,"
37,CrossML,Senior Data Scientist,5-9 Yrs,Not disclosed,Chandigarh," Responsibilities Work closely with business of Finance, Retail, Automotive etc. to unde...","Computer science ,deep learning ,data science ,Machine learning ,Information retrieval ,Mathematics ,Customer experience ,Research ,"
38,EchoIndia,Data Scientist/Analyst - Machine Learning/Deep Learning,3-6 Yrs,Not disclosed,Delhi, - Strong experience in statistical models and machine learning models,"ArcGIS ,Google Maps ,NLP ,Data Scientist ,Data Management ,Statistical Modeling ,Tableau ,Machine Learning ,"
39,PlaceMinds Consulting Pvt. Ltd,Senior data scientist,7-10 Yrs,Not disclosed,Mumbai, Required a senior data scientist with 7+ years experience for an organisation in 7+ yea...,"Predictive Modeling ,Java Portal ,Text Analytics ,Hadoop ,Natural Language Processing ,Text Mining , Tableau ,Machine Learning ,"
40,PEOPLE STAFFING SOLUTIONS,Data Scientist,3-8 Yrs,"6,00,000 - 15,00,000 PA.","Delhi NCR, Bengaluru, Hyderabad", Work closely with data science team and Data Science leads as a lead on one or more pro...,"hive ,Predictive Modeling ,Natural Language Processing ,Model Validation ,pyspark ,Machine Learning ,Deep Learning ,sql ,"
41,Project YX,Senior / Lead Data Scientist,6-9 Yrs,Not disclosed,India, Work from home office setupBachelor s degree in statistics or data science or related f...,"deep learning ,Data analysis ,data science ,fashion technology ,Machine learning ,Lead ,Medical insurance ,Statistics ,"
42,Editorialist YX,Senior / Lead Data Scientist,5-8 Yrs,Not disclosed,India, We define a luxury experience as one that is super-personalized. Editorialist YX fuses ...,"deep learning ,Data analysis ,data science ,fashion technology ,Machine learning ,Lead ,Medical insurance ,Statistics ,"
43,CarbyneTech India,Data Scientist - Image Recognition/Machine Learning,5-10 Yrs,Not disclosed,Hyderabad, Proficient programming skills in a high-level language (e.g Deep experience with text-w...,"NLP ,Data Scientist ,Time Series Analysis ,Artificial Intelligence ,Data Management ,Image Recognition ,Distributed Computing ,Machine Learning ,"
44,Bold Technology Systems Private Limited,SE- Data Science,3-5 Yrs,Not disclosed,Noida(Sector-135 Noida)," Experience working with Big Data and Data Science Technologies such as Hadoop, Hive, HB...","deep learning ,predictive modelling ,r ,python ,NLP ,data science ,redshift ,machine learning ,"
45,Mindworksglobal,Data Analyst,1-2 Yrs,Not disclosed,Delhi, Key Responsibilities Explore and analyze large datasets Help build models using NLP and...,"Analytical skills ,Training ,Usage ,Statistical analysis ,data science ,Machine learning ,Natural language processing ,Data Analyst ,"
46,Mindworks Global Media Services,Data Analyst,1-5 Yrs,Not disclosed,Delhi, Experience in NLP / ML projects,"Training ,data science ,Machine learning ,HTML ,Natural language processing ,Data Analyst ,Internship ,SQL ,"
47,Cemetrix IT Services Pvt Ltd ,Immediate opening For Lead Data Scientist with am MNC For Pune/Bang,6-10 Yrs,"15,00,000 - 30,00,000 PA.","Pune, Bengaluru", Immediate opening for Lead Data Scientist for an MNC for Pune/Bang location. Looking fo...,"IT Skills ,Machine Learning ,Data Science ,Computer Vision ,Machine Learning ,Deep Learning ,"
48,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,AVP/Sr. AVP -Data Scientist- Analytics- Python +ML+ NLP (8-12yrs),8-13 Yrs,Not disclosed,Gurgaon, An AVP/Sr.AVP Data Scientist opportunity in Gurgaon for a professional holding at least...,"NLP ,Machine Learning ,Python ,Pytorch ,Cnn ,Lstm ,Neural Networks ,Keras ,"
49,RIGVED TECHNOLOGIES PRIVATE LIMITED,Opening in Rigved Technologies For Data Scientist//Chennai,5-8 Yrs,Not disclosed,Chennai, Greeting from Rigved Technologies! We have permanent opening in Rigved Technologies for...,"Artificial Intelligence ,Natural Language Processing ,AI ,Machine Learning ,Deep Learning ,"
50,RIGVED TECHNOLOGIES PRIVATE LIMITED,Opening in Rigved Technologies For Data Scientist//Chennai,5-8 Yrs,Not disclosed,Chennai, Greeting from Rigved Technologies! We have permanent opening in Rigved Technologies for...,"Artificial Intelligence ,Natural Language Processing ,AI ,Machine Learning ,Deep Learning ,"
51,Yash Technologies,Data Scientist - Predictive Analytics,3-8 Yrs,Not disclosed,"Hyderabad, telangana", Primary skills: Min 3+ years of relevant experience in data analytics Experience in dev...,"Procurement ,deep learning ,data science ,Machine learning ,Conceptualization ,Application development ,Information technology ,Analytics ,"
52,Nisum Consulting Pvt. Ltd,Sr. Data Scientist (AWS),5-10 Yrs,Not disclosed,Hyderabad," A preferred advisor to leading Fortune 500 brands, Nisum enables clients to achieve dir...","Data Science ,Anomaly Detection ,NLP ,Logistic Regression ,NoSQL ,Artificial Intelligence ,Neural Networks ,Text Mining ,"
53,Colgate Palmolive,Senior Data Scientist,6-8 Yrs,Not disclosed,Mumbai," Academics: Bachelor s in Data Science, Computer Science, Engineering, Statistics Must h...","Data Science ,Tensorflow ,Artificial Intelligence ,Data Scientist ,Neural Networks ,Keras ,Text Mining ,Information Retrieval ,"
54,Shell India Markets Private Limited,AI Resident - Data Scientist,3-5 Yrs,Not disclosed,Bengaluru," Preferably expertise Deep Learning, Bayesian Learning Experience of developing advanced...","Data Science ,R ,Artificial Intelligence ,Advanced Analytics ,Probability ,Machine Learning ,Deep Learning ,Linear Algebra ,"
55,Zynga,Data Analyst 2,4-7 Yrs,Not disclosed,Bengaluru, Child care facilities for women employees and discounted facilities for male employees ...,"Computer science ,deep learning ,data science ,Machine learning ,QlikView ,Gaming ,Statistics ,Analytics ,"
56,PlaceMinds Consulting Pvt. Ltd,Senior Data Scientist,6-10 Yrs,Not disclosed,Mumbai, Data science + core analytics - 5+ years of experience - immediate joiner preferredRequ...,"Java Portal ,Text Analytics ,Hadoop ,Natural Language Processing ,Text Mining , Tableau ,Machine Learning ,Deep Learning ,"
57,Biosense Technologies Pvt Ltd,Data Scientist,1-3 Yrs,"5,00,000 - 5,50,000 PA.",Thane," Candidate should have experience in designing, developing, training, testing and deploy...","Algorithms ,Cloud Computing ,PyTorch ,Image Processing ,Data Analysis ,Computer Vision ,Machine Learning ,AWS ,"
58,One of the Global MNC ,"Automation Business Analyst-(RPA,BPMN,ML)-Pune-Global MNC",2-4 Yrs,"6,00,000 - 10,00,000 PA.",Pune, We do have Openings for Automation Business Analyst for One of the Global MNC for Pune ...,"IT Skills ,Machine Learning ,Project Management ,RPA ,BPO ,project management ,Business Process Model and Notation ,RPA ,"
59,Aptus Health,Data Scientist,1-3 Yrs,Not disclosed,Mumbai, Algorithm designing and implementation skills in R or Python is required BTech / BE / M...,"Data Science ,Java ,Exploratory Data Analysis ,Octave ,Machine Learning ,Deep Learning ,SQL ,"
60,Nandan Denim Limited,Data Scientist/Analyst – IT Department,7-8 Yrs,Not disclosed,Ahmedabad," Hands on experience in one or more databases like Hadoop, AWS Redshift, Good ETL script...","Data Analysis ,Statistical Modeling ,Predictive Modeling ,R ,NLP ,Artificial Intelligence ,Text Mining ,Machine Learning ,"
61,Shell India Markets Private Limited,Associate Data Scientist,3-5 Yrs,Not disclosed,Chennai, Education Requirement / Field of Study : 3+ years of relevant experience in Retail doma...,"Data Science ,Multivariate Analysis ,Factor Analysis ,Marketing Mix Modeling ,Natural Language Processing ,Reinforcement Learning ,Neural Networks ,Market Basket Analysis ,"
62,Shell India Markets Private Limited,Associate Data Scientist - Retail,3-5 Yrs,Not disclosed,Chennai, Education Requirement / Field of Study : 3+ years of relevant experience in Retail doma...,"Data Science ,Multivariate Analysis ,Factor Analysis ,Marketing Mix Modeling ,Natural Language Processing ,Reinforcement Learning ,Neural Networks ,Market Basket Analysis ,"
63,Narayana Health,Data Scientist,1-4 Yrs,Not disclosed,Bengaluru, Roles and Responsibilities Interact with various business heads and function heads to g...,"Change Management ,NLP ,Algorithms ,Business Analytics ,Image Processing ,Neural Networks ,data scientist ,Medical Imaging ,"
64,K Miles Software Services Limited,Data Scientist,7-12 Yrs,Not disclosed,Chennai(Nandanam), Immediate joiners and notice period with less than 30 days preferredShould be Strong in...,"Tensorflow ,Data Science ,Classification ,Keras ,Machine Learning ,ScikitLearn ,Deep Learning ,Numpy ,"
65,Accenture Solutions Pvt Ltd,Data Scientist,16-20 Yrs,Not disclosed,Mumbai, We combine unmatched experience and specialized capabilities across more than 40 indust...,"Data Science ,Technology Operations ,Training Programs ,NLP ,Data Engineering ,Strategy Consulting ,Natural Language Processing ,Business Insights ,"
66,CarbyneTech India,Data Scientist - Image Recognition/Machine Learning,5-10 Yrs,Not disclosed,Hyderabad, Proficient programming skills in a high-level language (e.g Deep experience with text-w...,"IT Skills ,Java ,Python ,Machine Learning ,Artificial Intelligence ,NLP ,Data Scientist ,Time Series Analysis ,"
67,Ultria,Data Scientist (ML/NLP),3-7 Yrs,Not disclosed,Bengaluru, Description AI team at Ultria is working on state of the art Natural Language Processin...,"ERP ,Master data management ,Artificial Intelligence ,Machine learning ,SCALA ,data governance ,Natural language processing ,data integrity ,"
68,CarbyneTech India,Data Scientist - Machine Learning/APICS,3-8 Yrs,Not disclosed,Hyderabad, Must have APICS CPIM Certification Manufacturing domain - predictive and online quality...,"Data Science ,R ,NLP ,Artificial Intelligence ,Data Management ,Machine Learning ,Python ,Predictive Analytics ,"
69,New Era India,Data Science/ Scientist - Python/ Deep Learning,7-12 Yrs,Not disclosed,Bengaluru," Must have experience with AT LEAST ONE AI algorithm such as Reinforcement Learning, Rep...","IT Skills ,Java ,Python ,Cloud ,AWS ,Data Science ,Java ,C++ ,"
70,ADF Data Science Private Limited,Junior Data Scientist/Junior Data Analyst,1-2 Yrs,Not disclosed,Chennai," they will use advanced machine learning techniques, among others, as per business requi...","Data Science ,R ,Computer Science ,Data Analysis ,Data Processing ,Machine Learning ,Scikit-Learn ,Python ,"
71,Augusta Infotech,Senior Analyst - Analytics	,6-8 Yrs,Not disclosed,Gurgaon, Engineer from IIT / Masters in field related to Data Science / Economics/Mathematics (T...,"BI Reporting ,Correlation ,data visuals & dashboards ,SAS ,Artificial Intelligence ,AI/ ML driven real time visualisations ,Big Data ,Tableau ,"
72,GlaxoSmithKline Pharmaceuticals Limited,Global Medical Data Analyst,5-10 Yrs,Not disclosed,Bengaluru, Proficient programmer in python and SQLExperience in designing experiments to generate ...,"Data Science ,NLP ,Global Medical Data Analyst ,Data Manipulation ,Artificial Intelligence ,Advanced Analytics ,Data Analysis ,Data Visualization ,"
73,MKS Vision Pvt. Ltd. ,Data Analyst,4-9 Yrs,Not disclosed,Hyderabad," 2+ Years of Experience with Python / R and SQL is required for design, development, and...","Data Science ,Python ,SQL ,R ,Artificial Intelligence ,Data Analysis ,Tableau ,Clustering ,"
74,softobiz technologies Pvt ltd,Manager Data Scientist - Machine Learning/NLP/NLU/Python,7-10 Yrs,Not disclosed,Mohali," Masters or PhD in computer science, machine learning, information retrieval, recommenda...","Computer science ,Team management ,Machine learning ,Mentor ,Data structures ,Natural language processing ,Data mining ,SQL ,"
75,Netomi,Senior Data Scientist,3-6 Yrs,Not disclosed,Gurgaon, Deep knowledge and experience in both key areas Information Extraction (from structured...,"Computer science ,Analytical ,Artificial Intelligence ,Machine learning ,Information retrieval ,Natural language processing ,Customer service ,Apache ,"
76,Blackstraw,Lead Data Scientist,5-10 Yrs,Not disclosed,"Chennai, Mumbai"," Bachelors/ Masters/ PhD degree in Math, Computer Science, Information Systems, Machine ...","IT Skills ,Java ,Python ,Machine Learning ,Project Management ,BPO ,project management ,Computer science ,"
77,Accrete.AI,Ai Scientist,2-3 Yrs,Not disclosed,Mumbai, Effective interpersonal communication skills Must have at least a Master s degree or Ph...,"Computer science ,deep learning ,Data analysis ,Neural networks ,Analytical ,Artificial Intelligence ,Machine learning ,Agile ,"
78,Huquo Consulting Pvt. Ltd,Assistant Manager/ Manager/ Data Scientist - Python/ Machine Learning,3-8 Yrs,Not disclosed,Bengaluru, Experience in machine learning algorithm developmentEXPECTED EDUCATION/ TOOL EXPERIENCE...,"Data Science ,Predictive Modeling ,NLP ,Data Scientist ,Data Management ,Machine Learning ,Python ,"
79,GlobusSoft,Sr. Data Scientist,1-2 Yrs,"4,00,000 - 5,00,000 PA.",Bengaluru(5th block Koramangala)," Roles and Responsibilities:* Selecting features, building and optimizing classifiers us...","Machine Learning ,Deep Learning ,NLP ,Predictive Modeling ,Azure ,AI ,Neural Networks ,Big Data ,"
80,Nandan Denim Limited,Data Scientist/Analyst – IT Department,7-8 Yrs,Not disclosed,Ahmedabad," Hands on experience in one or more databases like Hadoop, AWS Redshift, Good ETL script...","Data Analysis ,Statistical Modeling ,Predictive Modeling ,R ,NLP ,Artificial Intelligence ,Text Mining ,Machine Learning ,"
81,Shell India Markets Private Limited,Associate Data Scientist,3-5 Yrs,Not disclosed,Chennai, Education Requirement / Field of Study : 3+ years of relevant experience in Retail doma...,"Data Science ,Multivariate Analysis ,Factor Analysis ,Marketing Mix Modeling ,Natural Language Processing ,Reinforcement Learning ,Neural Networks ,Market Basket Analysis ,"
82,Shell India Markets Private Limited,Associate Data Scientist - Retail,3-5 Yrs,Not disclosed,Chennai, Education Requirement / Field of Study : 3+ years of relevant experience in Retail doma...,"Data Science ,Multivariate Analysis ,Factor Analysis ,Marketing Mix Modeling ,Natural Language Processing ,Reinforcement Learning ,Neural Networks ,Market Basket Analysis ,"
83,Narayana Health,Data Scientist,1-4 Yrs,Not disclosed,Bengaluru, Roles and Responsibilities Interact with various business heads and function heads to g...,"Change Management ,NLP ,Algorithms ,Business Analytics ,Image Processing ,Neural Networks ,data scientist ,Medical Imaging ,"
84,K Miles Software Services Limited,Data Scientist,7-12 Yrs,Not disclosed,Chennai(Nandanam), Immediate joiners and notice period with less than 30 days preferredShould be Strong in...,"Tensorflow ,Data Science ,Classification ,Keras ,Machine Learning ,ScikitLearn ,Deep Learning ,Numpy ,"
85,Accenture Solutions Pvt Ltd,Data Scientist,16-20 Yrs,Not disclosed,Mumbai, We combine unmatched experience and specialized capabilities across more than 40 indust...,"Data Science ,Technology Operations ,Training Programs ,NLP ,Data Engineering ,Strategy Consulting ,Natural Language Processing ,Business Insights ,"
86,CarbyneTech India,Data Scientist - Image Recognition/Machine Learning,5-10 Yrs,Not disclosed,Hyderabad, Proficient programming skills in a high-level language (e.g Deep experience with text-w...,"IT Skills ,Java ,Python ,Machine Learning ,Artificial Intelligence ,NLP ,Data Scientist ,Time Series Analysis ,"
87,Ultria,Data Scientist (ML/NLP),3-7 Yrs,Not disclosed,Bengaluru, Description AI team at Ultria is working on state of the art Natural Language Processin...,"ERP ,Master data management ,Artificial Intelligence ,Machine learning ,SCALA ,data governance ,Natural language processing ,data integrity ,"
88,CarbyneTech India,Data Scientist - Machine Learning/APICS,3-8 Yrs,Not disclosed,Hyderabad, Must have APICS CPIM Certification Manufacturing domain - predictive and online quality...,"Data Science ,R ,NLP ,Artificial Intelligence ,Data Management ,Machine Learning ,Python ,Predictive Analytics ,"
89,New Era India,Data Science/ Scientist - Python/ Deep Learning,7-12 Yrs,Not disclosed,Bengaluru," Must have experience with AT LEAST ONE AI algorithm such as Reinforcement Learning, Rep...","IT Skills ,Java ,Python ,Cloud ,AWS ,Data Science ,Java ,C++ ,"
90,ADF Data Science Private Limited,Junior Data Scientist/Junior Data Analyst,1-2 Yrs,Not disclosed,Chennai," they will use advanced machine learning techniques, among others, as per business requi...","Data Science ,R ,Computer Science ,Data Analysis ,Data Processing ,Machine Learning ,Scikit-Learn ,Python ,"
91,Augusta Infotech,Senior Analyst - Analytics	,6-8 Yrs,Not disclosed,Gurgaon, Engineer from IIT / Masters in field related to Data Science / Economics/Mathematics (T...,"BI Reporting ,Correlation ,data visuals & dashboards ,SAS ,Artificial Intelligence ,AI/ ML driven real time visualisations ,Big Data ,Tableau ,"
92,GlaxoSmithKline Pharmaceuticals Limited,Global Medical Data Analyst,5-10 Yrs,Not disclosed,Bengaluru, Proficient programmer in python and SQLExperience in designing experiments to generate ...,"Data Science ,NLP ,Global Medical Data Analyst ,Data Manipulation ,Artificial Intelligence ,Advanced Analytics ,Data Analysis ,Data Visualization ,"
93,MKS Vision Pvt. Ltd. ,Data Analyst,4-9 Yrs,Not disclosed,Hyderabad," 2+ Years of Experience with Python / R and SQL is required for design, development, and...","Data Science ,Python ,SQL ,R ,Artificial Intelligence ,Data Analysis ,Tableau ,Clustering ,"
94,softobiz technologies Pvt ltd,Manager Data Scientist - Machine Learning/NLP/NLU/Python,7-10 Yrs,Not disclosed,Mohali," Masters or PhD in computer science, machine learning, information retrieval, recommenda...","Computer science ,Team management ,Machine learning ,Mentor ,Data structures ,Natural language processing ,Data mining ,SQL ,"
